V1,ZmRoot,ZmSAM,ZmPAN,,,
AC214771.3_FG003,2,0,0,,,
AC214817.3_FG004,2,200,3,,,
AC215181.3_FG004,187,0,0,,,
AC215198.3_FG002,538,0,0,,,
AC215201.3_FG005,1941,485,6,,,
AC215201.3_FG008,4529,0,0,,,
AC215244.3_FG002,1232,734,3,,,
AC215260.3_FG001,2,89,2,,,
AC215260.3_FG003,0,0,37,,,
AC215260.3_FG004,2999,0,0,,,
AC215309.3_FG004,2819,0,0,,,
AC215639.3_FG002,2,0,0,,,
AC215690.3_FG002,1080,6,3,,,
AC215723.3_FG001,604,358,0,,,
AC216010.3_FG001,3865,0,1,,,
AC216067.3_FG002,2,359,25,,,
AC216247.3_FG005,1896,0,1,,,
AC216264.3_FG001,1950,0,0,,,
AC216353.2_FG005,3822,8,0,,,
AC216731.3_FG001,4,0,0,,,
AC216793.3_FG008,57,0,2,,,
AC216867.3_FG003,3011,0,0,,,
AC216870.3_FG005,0,97,1,,,
AC216871.3_FG001,4,0,0,,,
AC216871.3_FG004,9,0,12,,,
AC216886.3_FG001,91,0,0,,,
AC216886.3_FG002,5,51,2,,,
AC217050.4_FG001,3016,0,440,,,
AC217050.4_FG004,1,0,1,,,
AC217050.4_FG006,3,9,270,,,
AC217051.3_FG006,1239,0,0,,,
AC217121.3_FG007,4971,0,1,,,
AC217264.3_FG005,1435,0,0,,,
AC217271.3_FG002,3018,0,35,,,
AC217293.3_FG005,4,0,0,,,
AC217293.3_FG007,2,0,33,,,
AC217300.3_FG005,1875,2,0,,,
AC217358.3_FG003,3888,0,1,,,
AC217358.3_FG005,3,244,44,,,
AC217358.3_FG008,1113,0,0,,,
AC217358.3_FG009,1243,0,0,,,
AC217358.3_FG010,1,2,4,,,
AC217358.3_FG011,6,19,1,,,
AC217401.3_FG001,4982,0,0,,,
AC217401.3_FG002,2324,21,136,,,
AC217401.3_FG003,3810,45,9,,,
AC217499.3_FG001,1,6,47,,,
AC217499.3_FG002,1247,0,0,,,
AC217499.3_FG003,3028,2,2,,,
AC217553.3_FG008,404,0,0,,,
AC217556.3_FG003,176,6,166,,,
AC217560.3_FG001,0,144,0,,,
AC217665.3_FG005,1,35,8,,,
AC217811.3_FG002,75,0,630,,,
AC217811.3_FG003,75,0,630,,,
AC217840.3_FG001,1718,0,775,,,
AC217842.3_FG001,803,37,9,,,
AC217887.3_FG003,681,0,0,,,
AC217887.3_FG004,2,0,24,,,
AC217887.3_FG005,422,12,10,,,
AC217897.3_FG010,0,0,779,,,
AC217910.3_FG001,0,0,81,,,
AC217910.3_FG004,7,0,0,,,
AC217947.4_FG002,1442,29,769,,,
AC217962.3_FG005,115,0,1,,,
AC217965.2_FG012,2458,123,2,,,
AC217975.3_FG001,420,2,28,,,
AC217977.3_FG001,1567,0,0,,,
AC217977.3_FG003,1962,0,444,,,
AC218035.3_FG001,35,6,9,,,
AC218035.3_FG004,650,0,445,,,
AC218148.2_FG008,0,273,10,,,
AC218457.2_FG013,1,6,1,,,
AC218900.3_FG001,1013,0,2,,,
AC218972.3_FG001,1,0,1,,,
AC218972.3_FG002,1253,0,0,,,
AC218972.3_FG004,1627,200,1,,,
AC218972.3_FG007,125,0,0,,,
AC218998.2_FG001,346,0,0,,,
AC218998.2_FG003,609,0,0,,,
AC218998.2_FG007,17,744,0,,,
AC218998.2_FG011,397,0,0,,,
AC219006.2_FG006,485,0,0,,,
AC219006.2_FG007,257,0,0,,,
AC219020.4_FG002,805,0,0,,,
AC219043.3_FG003,2,0,0,,,
AC219061.2_FG007,4285,665,3,,,
AC219190.3_FG002,2,4,0,,,
AC220927.3_FG001,1493,0,0,,,
AC220927.3_FG007,2539,0,2,,,
AC220970.4_FG002,18,0,3,,,
AC220972.3_FG001,688,0,2,,,
AC225127.3_FG003,0,492,0,,,
AC225147.4_FG002,3,3,5,,,
AC225147.4_FG003,1260,1,0,,,
AC225176.2_FG003,155,0,3,,,
AC225185.3_FG004,297,0,0,,,
AC225193.3_FG003,905,115,2,,,
AC225193.3_FG004,1,0,0,,,
AC225205.3_FG003,6,681,66,,,
AC225346.3_FG001,798,0,0,,,
AC225354.2_FG004,121,0,0,,,
AC225359.3_FG006,4150,0,0,,,
AC225555.3_FG005,4,0,0,,,
AC225718.2_FG004,1472,0,0,,,
AC225718.2_FG006,7,22,2,,,
AC225718.2_FG009,10,0,8,,,
AC225790.2_FG003,2,0,0,,,
AC226199.2_FG002,1916,0,0,,,
AC226227.2_FG005,9,0,0,,,
AC226230.2_FG001,1,84,1,,,
AC226235.2_FG001,18,0,177,,,
AC226235.2_FG002,477,127,10,,,
AC226235.2_FG003,2,0,24,,,
AC226243.1_FG003,0,1,0,,,
AC226248.1_FG002,5,0,0,,,
AC226368.2_FG006,3,12,10,,,
AC226373.2_FG009,63,0,0,,,
AC226373.2_FG010,1,6,1,,,
AC229978.2_FG002,5,701,2,,,
AC230011.2_FG002,3061,364,1,,,
AC230013.2_FG002,1171,0,2,,,
AC230013.2_FG007,3,3,5,,,
AC230020.1_FG002,973,0,16,,,
AC231180.2_FG001,2,365,1,,,
AC231745.1_FG003,1874,261,2,,,
AC231745.1_FG004,1,0,9,,,
AC231747.1_FG001,1,6,1,,,
AC231755.1_FG010,2597,0,0,,,
AC232238.2_FG004,74,0,790,,,
AC232238.2_FG008,4059,0,0,,,
AC232393.1_FG009,4630,0,0,,,
AC233751.1_FG002,1265,0,0,,,
AC233788.2_FG002,1478,0,0,,,
AC233788.2_FG003,962,0,0,,,
AC233850.1_FG001,1976,0,0,,,
AC233850.1_FG003,6,0,2,,,
AC233850.1_FG005,113,0,0,,,
AC233850.1_FG009,2,0,0,,,
AC233851.1_FG008,10,0,0,,,
AC233851.1_FG009,7,0,0,,,
AC233851.1_FG010,3072,0,0,,,
AC233851.1_FG014,3,6,609,,,
AC233851.1_FG017,1643,0,0,,,
AC233853.1_FG002,2,0,0,,,
AC233853.1_FG003,2,0,2,,,
AC233854.1_FG002,1136,0,0,,,
AC233855.1_FG003,4013,0,0,,,
AC233861.1_FG001,4,0,3,,,
AC233863.1_FG001,1002,0,7,,,
AC233863.1_FG002,12,0,0,,,
AC233865.1_FG001,338,12,5,,,
AC233865.1_FG003,2,0,0,,,
AC233865.1_FG004,14,0,0,,,
AC233865.1_FG006,19,0,31,,,
AC233866.1_FG006,3,495,5,,,
AC233870.1_FG003,1,0,7,,,
AC233870.1_FG004,1,0,0,,,
AC233870.1_FG006,633,3,73,,,
AC233872.1_FG003,3,743,5,,,
AC233878.1_FG004,187,0,1,,,
AC233880.1_FG006,465,0,47,,,
AC233880.1_FG009,948,0,0,,,
AC233882.1_FG003,3081,0,0,,,
AC233882.1_FG005,1105,0,0,,,
AC233883.1_FG006,59,0,0,,,
AC233885.1_FG001,4193,0,3,,,
AC233885.1_FG002,173,0,0,,,
AC233887.1_FG005,2318,0,0,,,
AC233887.1_FG006,5088,0,4,,,
AC233888.1_FG001,2,0,3,,,
AC233888.1_FG002,5031,0,2,,,
AC233892.1_FG001,3,497,6,,,
AC233893.1_FG001,242,0,0,,,
AC233893.1_FG002,1,7,1,,,
AC233893.1_FG003,2854,134,0,,,
AC233893.1_FG006,2,366,2,,,
AC233894.1_FG005,1118,0,66,,,
AC233895.1_FG001,3,3,10,,,
AC233898.1_FG003,67,0,0,,,
AC233898.1_FG004,3802,0,0,,,
AC233899.1_FG002,10,4,0,,,
AC233899.1_FG004,3097,0,0,,,
AC233899.1_FG005,3098,0,0,,,
AC233901.1_FG004,1246,749,801,,,
AC233901.1_FG005,0,0,801,,,
AC233901.1_FG008,2,0,3,,,
AC233901.1_FG010,369,2,4,,,
AC233910.1_FG001,6,5,0,,,
AC233910.1_FG002,1522,0,0,,,
AC233910.1_FG003,816,0,0,,,
AC233910.1_FG004,523,0,0,,,
AC233910.1_FG005,398,17,0,,,
AC233910.1_FG008,4481,0,2,,,
AC233910.1_FG010,7,2,154,,,
AC233914.1_FG001,2460,2,2,,,
AC233922.1_FG004,819,0,802,,,
AC233922.1_FG005,3,727,802,,,
AC233922.1_FG008,5113,367,0,,,
AC233933.1_FG001,431,0,0,,,
AC233935.1_FG005,1028,0,654,,,
AC233936.1_FG003,546,0,0,,,
AC233938.1_FG003,1279,0,803,,,
AC233939.1_FG003,23,135,0,,,
AC233939.1_FG004,3106,0,0,,,
AC233942.1_FG001,659,0,0,,,
AC233943.1_FG002,5,0,2,,,
AC233945.1_FG003,10,750,0,,,
AC233949.1_FG004,405,0,1,,,
AC233952.1_FG006,4060,96,1,,,
AC233952.1_FG008,720,0,0,,,
AC233953.1_FG004,2,0,3,,,
AC233953.1_FG005,109,132,1,,,
AC233955.1_FG003,26,0,27,,,
AC233955.1_FG008,2676,0,3,,,
AC233955.1_FG009,45,0,0,,,
AC233959.1_FG006,1769,0,0,,,
AC233960.1_FG002,23,0,277,,,
AC233960.1_FG003,2,0,8,,,
AC233961.1_FG001,367,1187,1,,,
AC233966.1_FG001,2,0,0,,,
AC233967.1_FG001,600,19,805,,,
AC233979.1_FG006,548,0,0,,,
AC233979.1_FG007,549,0,0,,,
AC233979.1_FG008,969,4,2,,,
AC233979.1_FG009,1,0,0,,,
AC233979.1_FG010,1499,0,16,,,
AC234152.1_FG002,331,752,806,,,
AC234152.1_FG005,822,0,0,,,
AC234152.1_FG007,331,752,806,,,
AC234154.1_FG007,1,482,67,,,
AC234154.1_FG008,644,0,0,,,
AC234155.1_FG002,1284,0,455,,,
AC234156.1_FG005,2,755,148,,,
AC234157.1_FG002,552,8,6,,,
AC234157.1_FG003,1155,0,0,,,
AC234158.1_FG005,1,6,1,,,
AC234159.1_FG002,2003,2,810,,,
AC234160.1_FG001,8,6,1,,,
AC234160.1_FG003,299,0,0,,,
AC234160.1_FG004,0,28,0,,,
AC234161.1_FG010,5,443,2,,,
AC234163.1_FG002,2471,0,0,,,
AC234164.1_FG004,4,20,2,,,
AC234165.1_FG002,233,185,8,,,
AC234166.1_FG002,1207,0,0,,,
AC234169.1_FG004,5,0,2,,,
AC234171.1_FG003,2,759,3,,,
AC234175.1_FG010,821,9,0,,,
AC234180.1_FG002,1535,0,1,,,
AC234183.1_FG002,2383,0,0,,,
AC234185.1_FG004,12,16,11,,,
AC234185.1_FG005,228,0,0,,,
AC234185.1_FG006,131,0,0,,,
AC234185.1_FG007,1792,0,7,,,
AC234190.1_FG001,3118,0,0,,,
AC234190.1_FG002,630,0,0,,,
AC234199.1_FG003,5152,0,0,,,
AC234201.1_FG003,53,507,192,,,
AC234203.1_FG004,1,204,1,,,
AC234203.1_FG009,3119,6,15,,,
AC234203.1_FG010,62,115,0,,,
AC234203.1_FG011,10,6,0,,,
AC234515.1_FG003,2,0,23,,,
AC234520.1_FG003,5,4,2,,,
AC234520.1_FG005,1576,0,0,,,
AC234521.1_FG004,1286,0,2,,,
AC234521.1_FG007,1626,0,0,,,
AC234522.1_FG005,11,2,4,,,
AC234522.1_FG009,1919,0,0,,,
AC234526.1_FG005,13,0,3,,,
AC234528.1_FG001,2008,0,0,,,
AC234528.1_FG004,1144,0,0,,,
AC234528.1_FG005,3,3,10,,,
AC234528.1_FG006,2404,0,0,,,
AC234575.1_FG003,104,4,0,,,
AC235534.1_FG001,159,116,42,,,
AC235534.1_FG007,1455,0,0,,,
AC235535.1_FG001,8,9,1,,,
AC235539.1_FG001,311,0,0,,,
AC235540.1_FG001,4766,0,0,,,
AC235540.1_FG002,2,0,19,,,
AC235541.1_FG002,0,77,7,,,
AC235543.1_FG002,21,0,0,,,
AC235543.1_FG003,6,508,7,,,
AC235544.1_FG004,34,11,1,,,
AC235546.1_FG001,1987,0,1,,,
AC235547.1_FG005,1988,0,0,,,
AF466202.2_FG007,1839,0,0,,,
AF466202.2_FG008,163,6,1,,,
AF546187.1_FG011,13,0,0,,,
AF546187.1_FG012,1745,0,0,,,
AY530952.1_FG001,2,12,0,,,
AY542798.1_FG003,539,0,12,,,
EF517601.1_FG006,10,0,0,,,
EF517601.1_FG009,28,0,0,,,
EF517601.1_FG010,632,0,0,,,
EF517601.1_FG012,3,3,10,,,
EF517601.1_FG015,176,0,1,,,
EF517601.1_FG016,0,10,2,,,
EF517601.1_FG025,0,0,281,,,
GRMZM2G000014,3131,362,0,,,
GRMZM2G000035,3132,0,0,,,
GRMZM2G000039,591,0,1,,,
GRMZM2G000052,2504,764,11,,,
GRMZM2G000076,172,0,0,,,
GRMZM2G000093,61,1,0,,,
GRMZM2G000114,1,73,1,,,
GRMZM2G000118,899,0,0,,,
GRMZM2G000126,966,0,3,,,
GRMZM2G000127,5184,0,0,,,
GRMZM2G000158,161,0,0,,,
GRMZM2G000166,9,0,19,,,
GRMZM2G000171,2021,156,0,,,
GRMZM2G000177,8,94,1,,,
GRMZM2G000195,16,0,0,,,
GRMZM2G000209,3078,0,463,,,
GRMZM2G000219,325,2,4,,,
GRMZM2G000221,5192,0,0,,,
GRMZM2G000231,347,0,0,,,
GRMZM2G000236,1297,0,0,,,
GRMZM2G000245,1237,7,611,,,
GRMZM2G000254,4,1,2,,,
GRMZM2G000256,1,8,6,,,
GRMZM2G000261,5,0,2,,,
GRMZM2G000264,2023,0,1,,,
GRMZM2G000268,0,770,282,,,
GRMZM2G000271,4756,0,0,,,
GRMZM2G000278,4016,771,8,,,
GRMZM2G000280,150,0,3,,,
GRMZM2G000281,1299,0,0,,,
GRMZM2G000288,759,75,1,,,
GRMZM2G000292,36,0,0,,,
GRMZM2G000326,66,0,119,,,
GRMZM2G000339,1509,0,0,,,
GRMZM2G000353,296,0,2,,,
GRMZM2G000361,151,0,185,,,
GRMZM2G000371,5218,25,1,,,
GRMZM2G000380,28,0,0,,,
GRMZM2G000393,444,356,22,,,
GRMZM2G000397,61,0,0,,,
GRMZM2G000404,0,15,0,,,
GRMZM2G000431,2,51,0,,,
GRMZM2G000435,4,0,826,,,
GRMZM2G000451,607,0,0,,,
GRMZM2G000453,0,775,0,,,
GRMZM2G000481,265,23,193,,,
GRMZM2G000483,5,0,0,,,
GRMZM2G000489,832,103,274,,,
GRMZM2G000510,767,0,67,,,
GRMZM2G000520,1631,0,0,,,
GRMZM2G000531,4,56,16,,,
GRMZM2G000540,1230,72,1,,,
GRMZM2G000576,2031,0,0,,,
GRMZM2G000581,0,164,156,,,
GRMZM2G000587,4,0,2,,,
GRMZM2G000592,4,1,0,,,
GRMZM2G000593,3160,0,31,,,
GRMZM2G000601,3162,0,18,,,
GRMZM2G000603,16,0,0,,,
GRMZM2G000608,4,1,14,,,
GRMZM2G000610,4828,0,1,,,
GRMZM2G000614,13,0,188,,,
GRMZM2G000615,3,21,1,,,
GRMZM2G000622,584,6,1,,,
GRMZM2G000632,706,11,1,,,
GRMZM2G000633,2595,0,0,,,
GRMZM2G000645,4,509,1,,,
GRMZM2G000650,4675,0,832,,,
GRMZM2G000660,906,0,0,,,
GRMZM2G000665,3166,0,0,,,
GRMZM2G000670,2931,0,0,,,
GRMZM2G000686,1,0,283,,,
GRMZM2G000710,285,0,5,,,
GRMZM2G000713,95,776,53,,,
GRMZM2G000718,2,371,23,,,
GRMZM2G000719,1162,0,2,,,
GRMZM2G000737,719,0,0,,,
GRMZM2G000739,12,0,17,,,
GRMZM2G000741,11,0,283,,,
GRMZM2G000749,1083,192,1,,,
GRMZM2G000753,1,45,85,,,
GRMZM2G000764,10,14,1,,,
GRMZM2G000775,1614,0,0,,,
GRMZM2G000777,3,513,2,,,
GRMZM2G000801,3,0,0,,,
GRMZM2G000812,2471,0,8,,,
GRMZM2G000816,520,0,113,,,
GRMZM2G000818,839,0,0,,,
GRMZM2G000823,1010,6,1,,,
GRMZM2G000825,4,154,14,,,
GRMZM2G000829,307,0,0,,,
GRMZM2G000836,2550,0,0,,,
GRMZM2G000842,11,0,7,,,
GRMZM2G000874,242,5,0,,,
GRMZM2G000909,1,514,12,,,
GRMZM2G000923,3,3,5,,,
GRMZM2G000932,1567,0,55,,,
GRMZM2G000936,2357,0,1,,,
GRMZM2G000937,4847,25,1,,,
GRMZM2G000959,2,0,0,,,
GRMZM2G000964,0,0,6,,,
GRMZM2G000973,685,0,1,,,
GRMZM2G000976,5235,0,0,,,
GRMZM2G000980,1,778,1,,,
GRMZM2G001024,1773,0,9,,,
GRMZM2G001033,2044,21,1,,,
GRMZM2G001035,26,0,279,,,
GRMZM2G001043,1303,0,0,,,
GRMZM2G001048,509,10,0,,,
GRMZM2G001079,2,33,2,,,
GRMZM2G001084,663,0,373,,,
GRMZM2G001088,1510,684,145,,,
GRMZM2G001097,1,0,20,,,
GRMZM2G001114,2,10,26,,,
GRMZM2G001116,3184,48,0,,,
GRMZM2G001160,4,0,713,,,
GRMZM2G001169,5,4,2,,,
GRMZM2G001180,1,780,1,,,
GRMZM2G001191,1,516,1,,,
GRMZM2G001200,5,4,2,,,
GRMZM2G001205,12,0,27,,,
GRMZM2G001219,1060,0,0,,,
GRMZM2G001221,785,0,0,,,
GRMZM2G001223,0,0,29,,,
GRMZM2G001241,503,0,147,,,
GRMZM2G001243,6,0,11,,,
GRMZM2G001247,4120,0,129,,,
GRMZM2G001255,255,0,0,,,
GRMZM2G001265,1,0,15,,,
GRMZM2G001272,4085,0,839,,,
GRMZM2G001288,9,0,2,,,
GRMZM2G001289,0,54,427,,,
GRMZM2G001296,382,0,4,,,
GRMZM2G001297,3788,0,1,,,
GRMZM2G001304,1284,783,272,,,
GRMZM2G001327,3,3,5,,,
GRMZM2G001332,1306,0,0,,,
GRMZM2G001334,1,284,1,,,
GRMZM2G001361,1148,0,0,,,
GRMZM2G001363,5282,2,470,,,
GRMZM2G001415,2046,745,0,,,
GRMZM2G001421,5,0,2,,,
GRMZM2G001426,100,4,0,,,
GRMZM2G001444,1460,1204,0,,,
GRMZM2G001447,2465,0,0,,,
GRMZM2G001451,846,0,0,,,
GRMZM2G001454,5286,0,1,,,
GRMZM2G001457,1,2,1,,,
GRMZM2G001466,1761,0,0,,,
GRMZM2G001500,421,52,6,,,
GRMZM2G001508,0,0,840,,,
GRMZM2G001514,2,99,2,,,
GRMZM2G001530,3197,0,0,,,
GRMZM2G001541,1028,0,219,,,
GRMZM2G001551,126,0,6,,,
GRMZM2G001577,5,0,2,,,
GRMZM2G001592,3198,0,0,,,
GRMZM2G001606,1727,0,0,,,
GRMZM2G001631,5293,0,43,,,
GRMZM2G001639,1,0,7,,,
GRMZM2G001645,2,0,23,,,
GRMZM2G001652,294,0,1,,,
GRMZM2G001653,0,0,4,,,
GRMZM2G001660,270,1,14,,,
GRMZM2G001661,5296,0,0,,,
GRMZM2G001663,1,2,1,,,
GRMZM2G001668,1433,0,0,,,
GRMZM2G001676,2052,0,0,,,
GRMZM2G001696,530,2,4,,,
GRMZM2G001721,1049,0,0,,,
GRMZM2G001724,5306,2,4,,,
GRMZM2G001750,1309,373,0,,,
GRMZM2G001755,922,87,6,,,
GRMZM2G001764,5,4,0,,,
GRMZM2G001772,4409,0,0,,,
GRMZM2G001777,5310,37,843,,,
GRMZM2G001799,1646,0,0,,,
GRMZM2G001803,1809,765,826,,,
GRMZM2G001805,1195,2,28,,,
GRMZM2G001812,288,0,0,,,
GRMZM2G001814,1040,0,0,,,
GRMZM2G001816,3,3,189,,,
GRMZM2G001820,936,0,15,,,
GRMZM2G001824,4582,0,0,,,
GRMZM2G001850,3,3,5,,,
GRMZM2G001853,6,0,0,,,
GRMZM2G001869,657,5,730,,,
GRMZM2G001875,5320,0,20,,,
GRMZM2G001887,3,3,5,,,
GRMZM2G001895,8,6,1,,,
GRMZM2G001898,1670,0,7,,,
GRMZM2G001904,2056,2,0,,,
GRMZM2G001905,2058,0,0,,,
GRMZM2G001915,7,0,0,,,
GRMZM2G001918,3,0,6,,,
GRMZM2G001930,7,789,2,,,
GRMZM2G001934,2,60,846,,,
GRMZM2G001938,2,0,0,,,
GRMZM2G001953,364,0,0,,,
GRMZM2G001956,2065,2,4,,,
GRMZM2G001973,192,0,379,,,
GRMZM2G001977,2,0,475,,,
GRMZM2G001981,997,0,0,,,
GRMZM2G001991,10,0,3,,,
GRMZM2G002002,1,13,1,,,
GRMZM2G002023,2,0,847,,,
GRMZM2G002034,1539,0,0,,,
GRMZM2G002075,5333,0,0,,,
GRMZM2G002100,315,517,1,,,
GRMZM2G002104,4,0,0,,,
GRMZM2G002112,65,0,0,,,
GRMZM2G002115,2521,0,0,,,
GRMZM2G002121,5339,0,848,,,
GRMZM2G002124,5343,0,0,,,
GRMZM2G002128,59,0,2,,,
GRMZM2G002130,41,0,353,,,
GRMZM2G002131,4482,0,48,,,
GRMZM2G002135,988,0,0,,,
GRMZM2G002138,3216,0,0,,,
GRMZM2G002142,125,0,0,,,
GRMZM2G002147,4,1,2,,,
GRMZM2G002165,440,8,4,,,
GRMZM2G002173,1551,0,37,,,
GRMZM2G002178,718,0,0,,,
GRMZM2G002220,463,189,6,,,
GRMZM2G002227,8,0,0,,,
GRMZM2G002240,0,121,0,,,
GRMZM2G002260,3218,0,0,,,
GRMZM2G002276,1,0,253,,,
GRMZM2G002280,4,0,0,,,
GRMZM2G002286,564,0,19,,,
GRMZM2G002297,2073,0,0,,,
GRMZM2G002304,1299,518,0,,,
GRMZM2G002315,0,0,196,,,
GRMZM2G002361,1,5,2,,,
GRMZM2G002391,695,0,3,,,
GRMZM2G002396,37,0,7,,,
GRMZM2G002416,2,21,3,,,
GRMZM2G002420,3069,1,2,,,
GRMZM2G002427,1787,111,0,,,
GRMZM2G002440,3,0,2,,,
GRMZM2G002465,7,0,0,,,
GRMZM2G002483,0,792,0,,,
GRMZM2G002492,6,0,0,,,
GRMZM2G002499,1314,793,0,,,
GRMZM2G002515,2,0,0,,,
GRMZM2G002523,18,0,0,,,
GRMZM2G002531,4308,0,0,,,
GRMZM2G002548,1,0,31,,,
GRMZM2G002555,2468,0,0,,,
GRMZM2G002559,4,0,0,,,
GRMZM2G002568,484,0,0,,,
GRMZM2G002569,40,0,0,,,
GRMZM2G002578,3079,0,0,,,
GRMZM2G002606,1278,0,0,,,
GRMZM2G002616,829,3,16,,,
GRMZM2G002617,1088,0,86,,,
GRMZM2G002626,771,0,0,,,
GRMZM2G002627,4849,0,853,,,
GRMZM2G002630,1716,0,7,,,
GRMZM2G002642,1862,0,6,,,
GRMZM2G002652,2,0,3,,,
GRMZM2G002656,278,0,0,,,
GRMZM2G002687,12,795,2,,,
GRMZM2G002699,4,0,1,,,
GRMZM2G002704,2403,0,0,,,
GRMZM2G002754,0,0,6,,,
GRMZM2G002756,6,2,28,,,
GRMZM2G002765,183,0,0,,,
GRMZM2G002786,740,519,3,,,
GRMZM2G002807,3,135,0,,,
GRMZM2G002818,1801,0,0,,,
GRMZM2G002825,2083,0,16,,,
GRMZM2G002828,385,15,0,,,
GRMZM2G002830,4,1,858,,,
GRMZM2G002851,1,291,6,,,
GRMZM2G002858,1432,0,0,,,
GRMZM2G002859,54,105,859,,,
GRMZM2G002863,17,0,0,,,
GRMZM2G002874,3,0,5,,,
GRMZM2G002879,1577,213,389,,,
GRMZM2G002894,662,0,0,,,
GRMZM2G002898,1,0,0,,,
GRMZM2G002903,568,3,0,,,
GRMZM2G002910,723,0,0,,,
GRMZM2G002915,22,0,17,,,
GRMZM2G002918,2774,0,0,,,
GRMZM2G002921,3032,0,0,,,
GRMZM2G002948,3,337,10,,,
GRMZM2G002950,5383,0,0,,,
GRMZM2G002959,1209,11,3,,,
GRMZM2G002961,383,0,0,,,
GRMZM2G002978,1,0,1,,,
GRMZM2G002993,18,0,2,,,
GRMZM2G002999,3233,797,614,,,
GRMZM2G003002,1312,0,292,,,
GRMZM2G003022,4370,11,1,,,
GRMZM2G003023,2059,0,0,,,
GRMZM2G003028,805,1,0,,,
GRMZM2G003033,517,2,1,,,
GRMZM2G003038,3,3,10,,,
GRMZM2G003043,1,84,1,,,
GRMZM2G003057,3737,0,0,,,
GRMZM2G003059,965,0,0,,,
GRMZM2G003064,4,0,5,,,
GRMZM2G003068,570,7,0,,,
GRMZM2G003076,2914,0,15,,,
GRMZM2G003090,9,0,0,,,
GRMZM2G003096,1319,2,4,,,
GRMZM2G003108,19,0,0,,,
GRMZM2G003124,485,0,0,,,
GRMZM2G003138,453,0,3,,,
GRMZM2G003157,1636,2,6,,,
GRMZM2G003165,2,0,3,,,
GRMZM2G003172,523,3,145,,,
GRMZM2G003179,3237,0,863,,,
GRMZM2G003186,99,0,0,,,
GRMZM2G003190,3,3,10,,,
GRMZM2G003246,2,0,0,,,
GRMZM2G003252,2,14,2,,,
GRMZM2G003289,42,0,0,,,
GRMZM2G003304,1141,0,864,,,
GRMZM2G003306,4,1,2,,,
GRMZM2G003307,219,127,1,,,
GRMZM2G003318,850,2,6,,,
GRMZM2G003331,5094,21,480,,,
GRMZM2G003342,40,0,0,,,
GRMZM2G003354,2,28,3,,,
GRMZM2G003368,0,0,658,,,
GRMZM2G003377,3124,0,0,,,
GRMZM2G003379,2093,1,0,,,
GRMZM2G003384,3,3,5,,,
GRMZM2G003385,3,27,22,,,
GRMZM2G003389,4,98,0,,,
GRMZM2G003406,5,0,3,,,
GRMZM2G003409,852,0,480,,,
GRMZM2G003411,547,0,8,,,
GRMZM2G003417,1322,0,103,,,
GRMZM2G003424,4,10,14,,,
GRMZM2G003426,12,0,444,,,
GRMZM2G003461,418,526,0,,,
GRMZM2G003466,552,0,0,,,
GRMZM2G003488,9,32,1,,,
GRMZM2G003489,266,0,11,,,
GRMZM2G003493,2,48,0,,,
GRMZM2G003501,134,43,50,,,
GRMZM2G003506,5,0,13,,,
GRMZM2G003509,2,162,136,,,
GRMZM2G003518,56,0,0,,,
GRMZM2G003520,27,804,0,,,
GRMZM2G003530,165,0,0,,,
GRMZM2G003551,2094,0,0,,,
GRMZM2G003558,5419,0,0,,,
GRMZM2G003563,37,383,18,,,
GRMZM2G003565,619,0,0,,,
GRMZM2G003595,215,0,0,,,
GRMZM2G003607,1452,0,1,,,
GRMZM2G003625,1737,0,0,,,
GRMZM2G003631,215,0,0,,,
GRMZM2G003635,131,805,1,,,
GRMZM2G003638,1,0,9,,,
GRMZM2G003640,1525,0,0,,,
GRMZM2G003642,4958,0,18,,,
GRMZM2G003648,611,97,1,,,
GRMZM2G003656,1481,0,9,,,
GRMZM2G003662,1618,702,0,,,
GRMZM2G003663,110,0,0,,,
GRMZM2G003679,375,0,0,,,
GRMZM2G003682,1,22,7,,,
GRMZM2G003692,246,0,3,,,
GRMZM2G003715,7,0,0,,,
GRMZM2G003718,3248,0,15,,,
GRMZM2G003720,3249,0,3,,,
GRMZM2G003724,176,0,1,,,
GRMZM2G003725,967,7,3,,,
GRMZM2G003732,1579,0,1,,,
GRMZM2G003734,2017,0,1,,,
GRMZM2G003738,2557,0,0,,,
GRMZM2G003742,177,0,0,,,
GRMZM2G003750,5134,2,293,,,
GRMZM2G003752,2,1,2,,,
GRMZM2G003754,1937,0,2,,,
GRMZM2G003755,267,0,0,,,
GRMZM2G003762,5432,0,4,,,
GRMZM2G003765,2098,808,6,,,
GRMZM2G003769,100,0,2,,,
GRMZM2G003775,3205,0,0,,,
GRMZM2G003784,1688,20,0,,,
GRMZM2G003789,1311,0,483,,,
GRMZM2G003794,2569,0,3,,,
GRMZM2G003814,3255,0,0,,,
GRMZM2G003821,516,0,0,,,
GRMZM2G003835,2320,386,0,,,
GRMZM2G003852,2,1,2,,,
GRMZM2G003853,1630,3,25,,,
GRMZM2G003861,1,1,485,,,
GRMZM2G003869,189,8,63,,,
GRMZM2G003875,2708,0,197,,,
GRMZM2G003883,3,0,2,,,
GRMZM2G003897,3,7,5,,,
GRMZM2G003930,9,0,19,,,
GRMZM2G003937,7,0,2,,,
GRMZM2G003944,5,0,2,,,
GRMZM2G003947,5,812,0,,,
GRMZM2G003963,558,102,0,,,
