Phospho_Root_Tissues	Phospho_Root_Meristem	Phospho_Root_Meristem_Elong	Phospho_Root_Meristem_Elong_2	Phospho_Root_Cortex	Phospho_Root_Cortex_Silk	Phospho_Root_Cortex_&_Silk	Phospho_Multiple_7	Phospho_Multiple_6	Phospho_Multiple_5	Phospho_Multiple_1	Phospho_Mature_Pollen	Phospho_Mature_Leaf	Phospho_Leaf_Zone_3	Phospho_Leaf_Zone_3_&_Embryo_20	Phospho_Internodes	"Phospho_Internode,Silk,Pr.Root"	Phospho_Germinating_Kernals	Phospho_Endosperm_Crown	Phospho_Endosperm_12_DAP	Phospho_EndoCrown_&_PericapAl	Phospho_Embryo_20_DAP	"Phospho_EarPrim,Leaf1-3Embr20"	Phospho_Dividing_Meristematic	RNA_Silk	RNA_Silk_&_Famale_Spiklet	RNA_Root_Tissues	RNA_Root_Meristem	RNA_Root_Meristem_Elongation	RNA_Root_Cortex	RNA_Root_Cortex_2	RNA_Pericarp_Aleurone	RNA_Multiple_Dividing_Tissues	RNA_Multiple_4	RNA_Mature_Pollen	RNA_Mature_Leaf_8	RNA_Internodes_&_Veg.Meristem	RNA_Germinating_Kernals	RNA_Germinating_Kernals_2	RNA_FemaleSpikIt_&_VegMeristem	RNA_Female_Spikelet_&_Internode	RNA_Endosperm_12_DAP	RNA_EndoCrown_&_PericarpAl	RNA_Embryo	RNA_Embryo_20_DAP	RNA_Embryo_Ear_Primordia	RNA_Ear_Primordia	"RNA_EarPrim,Leaf1-3,Embr20"	Protein_Dividing_Meristematic	Protein_EndoCrown&PericarpAl	Protein_Germinating_Kernals	Protein_Internodes_2	Protein_Internodes	Protein_Leaf_Zone_3	Protein_Mature_Leaf_8	Protein_Mature_Pollen	Protein_Multiple_1	Protein_Multiple_2	Protein_Multiple_3	Protein_Pericarp_Aleurone	Protein_PrimaryRoot&RootCortex	Protein_Root_Cortex_Silk	Protein_Root_Cortex	Protein_Root_Meristem	Protein_Root_Tissues	Protein_Young_Seed_(En&Em)
																									GRMZM2G400169	GRMZM2G022279		GRMZM5G806833	GRMZM2G094168	GRMZM2G447989			GRMZM2G330690		GRMZM5G874578	GRMZM2G386154											AC177939.3_FG004	GRMZM2G039592															GRMZM2G056573		
																									AC204345.3_FG003	GRMZM2G159427		GRMZM2G143655	GRMZM2G009681	GRMZM2G454556			GRMZM2G138152		GRMZM2G004006	GRMZM2G064759											GRMZM2G392320	GRMZM2G039600															GRMZM2G056594		
																									GRMZM2G110242	GRMZM2G156013		GRMZM2G117855	GRMZM2G412869	GRMZM5G846811			GRMZM2G459746		GRMZM2G454952	GRMZM2G121871											GRMZM2G138964	GRMZM2G039711															GRMZM2G056661		
																									GRMZM2G020329	GRMZM2G167966		AC211252.4_FG003	GRMZM2G012269	GRMZM2G395354			GRMZM2G356198		AC205376.4_FG003	GRMZM2G114052											GRMZM2G394528	GRMZM2G039828															GRMZM2G056695		
																									GRMZM2G125121	GRMZM2G000339		GRMZM5G842686	GRMZM2G134023	GRMZM2G114127			AC210013.4_FG011		GRMZM2G038898	GRMZM2G040613											GRMZM2G533010	GRMZM2G039855															GRMZM2G056702		
																									GRMZM2G027864	GRMZM5G835064		GRMZM5G826011	GRMZM5G860590	GRMZM2G027100			GRMZM2G002699		GRMZM5G875609	GRMZM2G465383											GRMZM2G373527	GRMZM2G039867															GRMZM2G056916		
																									GRMZM2G097075	GRMZM2G309950		GRMZM2G428555	GRMZM2G017520	GRMZM2G455491			GRMZM2G095810		GRMZM5G877708	GRMZM2G056608											GRMZM2G590708	GRMZM2G039886															AC149475.2_FG004		
																									GRMZM2G403590	GRMZM5G889179		GRMZM2G392477	GRMZM2G060918	GRMZM5G885566			GRMZM2G139931		GRMZM2G114998	GRMZM2G030823											GRMZM2G085916	GRMZM2G039895															AC177850.2_FG007		
																									AC205366.3_FG003	GRMZM2G427529		GRMZM2G177445	GRMZM5G831621	GRMZM2G431156			GRMZM2G038384		GRMZM2G126128	GRMZM2G352439											GRMZM2G484653	GRMZM2G039930															AC183950.2_FG008		
																									GRMZM2G317584	GRMZM2G004211		GRMZM2G171847	GRMZM2G463986	GRMZM2G128056			GRMZM2G087671		GRMZM2G051767	AC193492.3_FG003											GRMZM2G151236	GRMZM2G039934															AC185226.4_FG003		
																									GRMZM5G855005	GRMZM2G519073		GRMZM5G819523	GRMZM2G003179	GRMZM2G579479			GRMZM2G066614		GRMZM2G128358	GRMZM2G340933											GRMZM2G313448	GRMZM2G039983															AC187157.4_FG004		
																									GRMZM2G107027	GRMZM2G456644		GRMZM2G407396	GRMZM2G029486	GRMZM2G394203			GRMZM2G111713		GRMZM2G025966	GRMZM2G042867											GRMZM2G138840	GRMZM2G040078															AC190609.3_FG004		
																									GRMZM5G827678	GRMZM2G166711		GRMZM2G025281	GRMZM2G001708	GRMZM2G090895			GRMZM2G037585		GRMZM2G077214	GRMZM2G107437											GRMZM2G161435	GRMZM2G040079															AC190628.4_FG009		
																									GRMZM2G587637	GRMZM2G114911		GRMZM2G097821	GRMZM2G130101	GRMZM5G804314			GRMZM5G872442		GRMZM2G422210	GRMZM5G812183											AC199563.3_FG004	GRMZM2G040131															AC194970.5_FG007		
																									AC208327.4_FG002	GRMZM2G107854		AC196719.3_FG002	GRMZM2G135054	GRMZM2G016259			GRMZM2G050861		GRMZM2G113093	GRMZM2G424203											GRMZM2G329952	GRMZM2G040164															AC195860.3_FG008		
																									GRMZM2G484086	GRMZM2G179777		GRMZM2G078178	GRMZM2G032154	GRMZM2G151425			GRMZM2G117156		GRMZM2G006006	GRMZM2G026746											GRMZM2G436981	GRMZM2G040207															AC196144.3_FG004		
																									AC204953.3_FG002	GRMZM2G110398		GRMZM2G031022	GRMZM5G801291	GRMZM5G856969			GRMZM2G011219		GRMZM2G014099	GRMZM2G091916											GRMZM2G100913	GRMZM2G040296															AC196489.3_FG004		
																									GRMZM2G350793	GRMZM2G066820		GRMZM2G004957	GRMZM2G045294	GRMZM2G472376			GRMZM2G074323		GRMZM5G876434	GRMZM2G061542											GRMZM2G321940	GRMZM2G040320															AC197013.3_FG005		
																									AC210071.1_FG002	GRMZM2G154766		GRMZM2G130854	GRMZM2G159996	GRMZM2G539878			GRMZM2G461139		GRMZM2G096792	GRMZM5G838388											GRMZM2G105317	GRMZM2G040326															AC197146.3_FG003		
																									AC207683.3_FG002	GRMZM2G472770		GRMZM2G002427	GRMZM5G896650	AC209744.3_FG001			GRMZM2G122039		GRMZM2G123204	GRMZM2G052268											GRMZM2G040549	GRMZM2G040389															AC197246.3_FG005		
																									GRMZM2G013406	GRMZM2G056467		GRMZM2G174784	GRMZM2G127821	GRMZM2G465046			GRMZM2G131957		GRMZM2G030628	GRMZM2G574148											GRMZM2G117240	GRMZM2G040441															AC197545.3_FG004		
																									GRMZM2G083741	GRMZM2G141081		GRMZM2G007933	GRMZM2G025939	GRMZM2G131281			GRMZM2G180205		GRMZM2G049549	GRMZM2G058511											GRMZM2G005737	GRMZM2G040453															AC197555.3_FG010		
																									AC211196.3_FG003	GRMZM2G174769		GRMZM2G116087	GRMZM2G106172	GRMZM2G370852			GRMZM2G101274		GRMZM2G044074	GRMZM2G059891											GRMZM2G001223	GRMZM2G040627															AC197705.4_FG009		
																									GRMZM2G126463	GRMZM2G024180		GRMZM2G143613	GRMZM2G047509	GRMZM5G804277			GRMZM2G050407		GRMZM2G166718	GRMZM2G027431											GRMZM2G169440	GRMZM2G040642															AC199782.5_FG007		
																									GRMZM2G406168	GRMZM2G082564		GRMZM5G849610	GRMZM2G460383	GRMZM2G540185			GRMZM5G813964		GRMZM2G457699	GRMZM2G090693											GRMZM2G055331	GRMZM2G040702															AC199782.5_FG008		
																									GRMZM2G328669	GRMZM2G118637		GRMZM5G811641	GRMZM2G153250	AC209784.3_FG007			GRMZM2G081474		GRMZM2G143392	GRMZM2G133999											GRMZM2G098714	GRMZM2G040843															AC199782.5_FG009		
																									GRMZM2G170181	GRMZM2G140832		GRMZM2G109566	GRMZM5G890651	GRMZM2G120008			GRMZM2G153899		GRMZM2G178522	GRMZM2G035574											GRMZM2G068097	GRMZM2G040876															AC200210.1_FG008		
																									GRMZM2G587812	AC207265.3_FG002		GRMZM2G035899	GRMZM2G469142	GRMZM2G043172			GRMZM2G060561		GRMZM2G412611	GRMZM2G158520											GRMZM2G467799	GRMZM2G040945															AC202120.3_FG005		
																									GRMZM2G406089	GRMZM2G160585		GRMZM2G178100	GRMZM5G853852	GRMZM2G037204			GRMZM2G173962		GRMZM2G436001	GRMZM2G135367											GRMZM2G055682	GRMZM2G040965															AC204007.3_FG010		
																									GRMZM2G396632	GRMZM2G073860		GRMZM2G077131	GRMZM2G083930	GRMZM2G098102			GRMZM2G149132		GRMZM2G018771	GRMZM2G172936											GRMZM2G701689	GRMZM2G041159															AC205320.3_FG006		
																									GRMZM2G162466	GRMZM2G150201		GRMZM5G814164	AC196576.3_FG002	GRMZM2G406603			GRMZM2G167174		GRMZM2G335054	GRMZM2G087395											GRMZM5G877428	GRMZM2G041223															AC205703.4_FG007		
																									GRMZM5G810746	GRMZM2G174572		GRMZM2G011473	GRMZM2G091839	GRMZM2G008645			GRMZM2G030776		GRMZM2G111216	GRMZM2G017470											GRMZM2G024293	GRMZM2G041235															AC206968.3_FG005		
																									AC226200.2_FG002	GRMZM2G004828		GRMZM5G831142	GRMZM2G100754	GRMZM2G580738			GRMZM2G011079		GRMZM2G161932	GRMZM2G024561											GRMZM2G083820	GRMZM2G041247															AC207655.2_FG005		
																									GRMZM2G362778	GRMZM2G055437		GRMZM2G097364	GRMZM2G152179	GRMZM2G060870			GRMZM2G162413		GRMZM2G022130	GRMZM2G431412											GRMZM2G146750	GRMZM2G041258															AC207656.3_FG004		
																									GRMZM2G071436	GRMZM2G086123		GRMZM2G029783	GRMZM2G055575	AC196156.3_FG003			GRMZM2G053946		GRMZM2G088114	GRMZM2G174699											GRMZM5G831408	GRMZM2G041310															AC208327.4_FG005		
																									AC203847.3_FG003	GRMZM2G106810		GRMZM5G878725	GRMZM5G812126	GRMZM5G881693			GRMZM2G068028		GRMZM2G027138	GRMZM2G066114											GRMZM2G073571	GRMZM2G041312															AC209374.4_FG004		
																									AC206836.3_FG001	GRMZM2G318834		GRMZM2G024395	GRMZM2G041806	GRMZM2G536733			GRMZM2G076526		GRMZM5G876881	GRMZM2G076778											GRMZM2G114172	GRMZM2G041328															AC209460.3_FG004		
																									GRMZM5G801427	GRMZM5G803812		GRMZM2G076962	GRMZM2G154881	GRMZM2G125552			GRMZM2G164916		GRMZM2G077183	GRMZM5G852177											GRMZM2G157197	GRMZM2G041334															AC209819.3_FG014		
																									GRMZM5G802793	GRMZM2G066650		GRMZM2G313867	GRMZM2G079226	GRMZM2G425901			GRMZM2G108309		GRMZM2G371313	GRMZM2G143029											GRMZM2G023328	GRMZM2G041381															AC209858.4_FG004		
																									GRMZM2G514812	GRMZM2G022799		GRMZM2G021624	AC205413.4_FG001	AC197340.3_FG003			GRMZM5G826456		GRMZM2G410515	GRMZM2G123309											GRMZM2G012031	GRMZM2G041561															AC210013.4_FG052		
																									GRMZM2G011832	GRMZM2G000444		GRMZM2G120954	GRMZM2G083382	GRMZM2G552956			GRMZM2G093119		GRMZM2G017957	GRMZM2G155217											GRMZM2G136838	GRMZM2G041633															AC210013.4_FG063		
																									GRMZM5G857327	GRMZM2G081017		GRMZM2G040359	GRMZM2G145346	GRMZM2G347836			GRMZM2G128969		GRMZM2G349745	GRMZM2G054201											GRMZM2G177867	GRMZM2G041645															AC210609.1_FG009		
																									AC196727.2_FG001	GRMZM2G474370		GRMZM2G150212	GRMZM2G091047	GRMZM5G863335			GRMZM2G150631		GRMZM2G089696	GRMZM2G055802											GRMZM2G379929	GRMZM2G041697															AC211277.2_FG004		
																									GRMZM2G144480	GRMZM5G822426		GRMZM2G113453	GRMZM2G058081	GRMZM2G071846			GRMZM2G067764		GRMZM2G113480	GRMZM5G886765											GRMZM5G869246	GRMZM2G041765															AC211390.3_FG003		
																									GRMZM5G830977	GRMZM2G077612		GRMZM2G114192	GRMZM2G113967	GRMZM2G112428			GRMZM2G056695		AC205608.4_FG004	GRMZM2G081892											AC149818.2_FG006	GRMZM2G041799															AC212112.4_FG004		
																									AC214244.4_FG003	GRMZM2G045287		GRMZM2G173413	GRMZM2G093826	GRMZM2G146502			GRMZM2G555972		GRMZM2G170532	GRMZM2G034563											GRMZM2G056038	GRMZM2G041818															AC212570.3_FG008		
																									GRMZM2G040605	GRMZM2G034122		GRMZM2G003509	GRMZM2G171616	GRMZM2G087570			GRMZM2G022052		GRMZM2G352607	GRMZM2G011908											GRMZM2G071339	GRMZM2G041822															AC213099.3_FG005		
																									AC192608.3_FG004	GRMZM2G057283		GRMZM2G033805	GRMZM2G565919	GRMZM2G063679			GRMZM2G133819		GRMZM2G305007	GRMZM2G176568											GRMZM2G396431	GRMZM2G041831															AC213099.3_FG006		
																									GRMZM2G098438	GRMZM2G323912		GRMZM2G084791	GRMZM2G039725	GRMZM2G132898			GRMZM2G149289		GRMZM2G069726	GRMZM2G004679											GRMZM5G807823	GRMZM2G041876															AC213600.3_FG004		
																									GRMZM2G586500	GRMZM2G451037		GRMZM5G804539	GRMZM2G055809	GRMZM2G576436			GRMZM2G015972		GRMZM2G163641	GRMZM2G181435											GRMZM2G043943	GRMZM2G041878															AC214266.3_FG004		
																									GRMZM2G108663	GRMZM2G019974		GRMZM2G105253	GRMZM2G058404	GRMZM2G065640			GRMZM2G142918		GRMZM2G094526	GRMZM2G154437											GRMZM2G043030	GRMZM2G041881															AC215690.3_FG004		
																									GRMZM2G136347	GRMZM2G009995		GRMZM2G021020	GRMZM2G472453	GRMZM2G162359			GRMZM2G113391		GRMZM2G173710	GRMZM2G522468											GRMZM2G034526	GRMZM2G041980															AC216010.3_FG003		
																									GRMZM2G308752	GRMZM5G807838		GRMZM2G029039	GRMZM2G073954	GRMZM2G032258			GRMZM2G068943		GRMZM2G374812	AC199842.4_FG004											GRMZM2G069410	GRMZM2G041994															AC217050.4_FG003		
																									GRMZM5G878309	GRMZM2G319187		GRMZM2G527028	GRMZM5G816356	GRMZM2G048434			GRMZM2G432083		GRMZM2G441144	GRMZM2G000976											GRMZM2G125596	GRMZM2G042006															AC217358.3_FG007		
																									GRMZM2G105657	GRMZM2G422671		GRMZM2G033566	GRMZM2G150683	GRMZM5G818346			GRMZM2G152868		GRMZM2G083128	GRMZM2G100475											GRMZM5G833153	GRMZM2G042008															AC217665.3_FG007		
																									GRMZM2G177871	GRMZM2G130002		GRMZM2G115998	GRMZM2G370745	GRMZM2G446225			GRMZM2G053239		GRMZM2G463280	GRMZM2G139174											GRMZM2G127101	GRMZM2G042032															AC225308.2_FG007		
																									GRMZM2G067162	GRMZM2G080642		GRMZM2G106389	GRMZM2G079185	GRMZM2G448607			GRMZM2G076351		GRMZM2G069223	GRMZM2G446921											GRMZM2G159072	GRMZM2G042047															AC226235.2_FG004		
																									GRMZM2G307152	GRMZM2G065292		GRMZM2G104704	GRMZM2G118825	GRMZM2G000670			GRMZM5G829955		GRMZM2G488458	GRMZM2G329710											GRMZM2G051374	GRMZM2G042055															AC226368.2_FG008		
																									GRMZM2G100965	GRMZM2G314660		GRMZM2G453714	GRMZM2G344376	GRMZM5G848239			GRMZM2G095724		GRMZM2G171520	GRMZM2G457015											GRMZM2G017351	GRMZM2G042089															AC226373.2_FG012		
																									GRMZM2G700730	GRMZM5G883130		GRMZM2G051288	GRMZM2G152929	GRMZM2G431279			GRMZM5G887130		GRMZM2G169207	GRMZM2G167578											GRMZM2G527023	GRMZM2G042173															AC231745.1_FG006		
																									GRMZM2G394846	GRMZM2G073023		GRMZM2G060451	GRMZM5G887605	GRMZM2G139300			GRMZM2G075900		GRMZM5G817173	GRMZM2G010439											GRMZM5G825524	GRMZM2G042231															AC231747.1_FG003		
																									GRMZM2G125460	GRMZM2G074957		GRMZM5G826899	GRMZM2G419938	GRMZM2G049422			GRMZM2G129155		GRMZM2G428905	GRMZM5G869979											GRMZM2G365791	GRMZM2G042245															AC233850.1_FG007		
																									GRMZM2G367330	GRMZM2G066024		GRMZM2G389194	GRMZM2G021796	GRMZM2G336337			GRMZM5G838403		GRMZM2G111501	GRMZM2G175398											GRMZM2G120262	GRMZM2G042250															AC233851.1_FG016		
																									GRMZM2G126912	GRMZM2G025870		GRMZM2G076423	GRMZM2G459755	GRMZM2G122584			GRMZM2G045090		GRMZM2G537154	GRMZM5G887460											GRMZM2G426229	GRMZM2G042398															AC233872.1_FG005		
																									GRMZM2G040131	GRMZM2G151909		GRMZM2G155991	GRMZM2G042870	GRMZM2G352618			GRMZM2G055678		GRMZM2G154509	GRMZM2G039029											GRMZM2G431927	GRMZM2G042442															AC233901.1_FG006		
																									GRMZM2G399948	GRMZM2G440913		GRMZM2G115612	GRMZM2G149756	GRMZM5G831993			GRMZM2G001415		GRMZM2G029897	GRMZM2G368388											GRMZM2G171620	GRMZM2G042484															AC234185.1_FG016		
																									GRMZM2G438816	GRMZM2G115762		GRMZM2G492915	GRMZM2G078633	GRMZM2G145187			GRMZM2G003734		AC196059.3_FG003	GRMZM2G001838											GRMZM5G840560	GRMZM2G042548															AC234185.1_FG019		
																									GRMZM2G131937	AC177908.3_FG002		GRMZM2G057690	GRMZM2G138842	GRMZM2G097340			GRMZM2G404693		GRMZM5G817246	GRMZM5G896805											GRMZM2G052586	GRMZM2G042552															AC234203.1_FG011		
																									GRMZM2G118428	GRMZM2G150838		GRMZM2G134761	GRMZM2G316721	GRMZM2G359952			GRMZM2G060284		GRMZM2G025659	GRMZM2G117574											GRMZM2G033433	GRMZM2G042602															AC234528.1_FG008		
																									AC195195.3_FG002	GRMZM2G102808		GRMZM2G122344	GRMZM2G025552	GRMZM5G886133			GRMZM2G129781		GRMZM2G166692	GRMZM2G040821											GRMZM2G135904	GRMZM2G042604															AC234528.1_FG009		
																									GRMZM2G464244	GRMZM2G156255		GRMZM2G175000	GRMZM2G038722	GRMZM2G012179			GRMZM2G122239		GRMZM2G436986	GRMZM2G365134											GRMZM2G009913	GRMZM2G042615															AF466202.2_FG009		
																									AC208221.3_FG002	GRMZM2G124815		GRMZM2G115499	GRMZM2G152432	GRMZM5G816887			GRMZM5G877838		GRMZM5G842970	GRMZM2G005046											GRMZM2G318849	GRMZM2G042623															EF517601.1_FG014		
																									GRMZM2G009435	GRMZM5G893343		GRMZM2G079491	GRMZM2G035103	GRMZM2G354777			GRMZM2G096165		GRMZM2G043453	GRMZM2G152028											GRMZM2G034943	GRMZM2G042666															GRMZM2G000014		
																									AC233854.1_FG002	GRMZM2G362848		GRMZM2G016150	GRMZM2G319947	GRMZM2G037322			GRMZM5G880833		GRMZM2G076006	GRMZM2G457267											GRMZM2G340749	GRMZM2G042797															GRMZM2G000039		
																									GRMZM5G884575	GRMZM2G353783		GRMZM2G072850	AC212835.3_FG007	GRMZM5G824579			GRMZM5G873586		GRMZM2G078368	GRMZM2G158429											GRMZM2G043983	GRMZM2G042807															GRMZM2G000601		
																									GRMZM2G069870	GRMZM2G141754		GRMZM2G114986	GRMZM2G376305	GRMZM2G164062			GRMZM5G838115		GRMZM2G084110	GRMZM2G073916											GRMZM2G047860	GRMZM2G042818															GRMZM2G000610		
																									GRMZM2G040917	GRMZM2G142664		GRMZM2G028980	GRMZM2G078267	AC210013.4_FG018			GRMZM2G458283		GRMZM2G106588	GRMZM2G063747											GRMZM2G351519	GRMZM2G042865															GRMZM2G000622		
																									GRMZM2G052482	GRMZM2G075488		GRMZM5G823762	GRMZM2G170167	GRMZM2G047002			GRMZM5G837381		GRMZM2G026024	GRMZM2G397651											GRMZM2G070284	GRMZM2G042870															GRMZM2G001088		
																									GRMZM5G891698	AC185300.4_FG002		GRMZM2G145802	GRMZM2G116671	GRMZM2G525632			GRMZM2G313460		GRMZM2G179507	GRMZM2G015114											GRMZM2G082855	GRMZM2G042992															GRMZM2G001415		
																									GRMZM2G300238	GRMZM2G016290		AC217842.3_FG001	GRMZM2G021879	GRMZM2G060106			GRMZM2G028136		GRMZM5G819111	AC197243.3_FG001											GRMZM5G829967	GRMZM2G043056															GRMZM2G001606		
																									GRMZM2G067593	GRMZM2G166903		GRMZM2G009571	GRMZM2G082249	GRMZM5G835736			GRMZM2G133012		GRMZM2G053019	GRMZM2G435049											GRMZM2G134385	GRMZM2G043119															GRMZM2G001645		
																									GRMZM2G046009	GRMZM5G818643		GRMZM2G125832	GRMZM2G072584	GRMZM2G107575			GRMZM2G160964		GRMZM2G054149	GRMZM2G436007											GRMZM2G011491	GRMZM2G043150															GRMZM2G001977		
																									GRMZM2G093386	GRMZM5G824626		GRMZM2G100360	GRMZM2G073044	AC235543.1_FG003			GRMZM2G007385		GRMZM5G881996	AC225179.3_FG004											GRMZM2G124567	GRMZM2G043238															GRMZM2G002023		
																									GRMZM2G381378	GRMZM2G017047		GRMZM2G104258	GRMZM2G088819	GRMZM2G078799			GRMZM2G565729		GRMZM5G865961	GRMZM2G350157											GRMZM2G178182	GRMZM2G043242															GRMZM2G002130		
																									GRMZM2G313104	GRMZM2G456422		GRMZM2G175860	GRMZM2G378907	GRMZM2G071620			GRMZM5G802761		GRMZM2G005938	AC187551.3_FG002											GRMZM5G817395	GRMZM2G043250															GRMZM2G002220		
																									GRMZM2G539487	GRMZM2G486494		GRMZM2G517228	GRMZM5G848733	GRMZM2G080567			GRMZM2G046098		GRMZM2G059753	GRMZM2G073611											GRMZM2G033930	GRMZM2G043275															GRMZM2G002416		
																									GRMZM2G466586	GRMZM2G080586		AC208346.3_FG004	GRMZM2G018806	GRMZM2G048121			GRMZM2G012399		GRMZM2G400043	GRMZM2G123909											GRMZM2G152194	GRMZM2G043295															GRMZM2G002440		
																									GRMZM2G071680	GRMZM2G162725		GRMZM2G104377	GRMZM2G160838	GRMZM2G146305			GRMZM2G000177		GRMZM2G539555	GRMZM2G386281											GRMZM2G103579	GRMZM2G043331															GRMZM2G002616		
																									AC200126.4_FG005	GRMZM2G151671		GRMZM2G151444	GRMZM2G159047	GRMZM2G076826			GRMZM2G142030		GRMZM2G006937	GRMZM2G703309											GRMZM5G852032	GRMZM2G043338															GRMZM2G002687		
																									GRMZM2G413450	GRMZM2G149406		GRMZM5G885052	GRMZM2G337191	GRMZM2G030009			GRMZM2G133394		GRMZM2G167387	AC233946.1_FG004											GRMZM2G117401	GRMZM2G043383															GRMZM2G002874		
																									AC200145.3_FG004	GRMZM5G828039		GRMZM2G370678	GRMZM2G069298	GRMZM5G805389			GRMZM2G060579		GRMZM2G064663	GRMZM2G048661											GRMZM2G417089	GRMZM2G043414															GRMZM2G002959		
																									GRMZM2G152512	GRMZM2G032594		GRMZM2G087254	GRMZM2G364982	GRMZM2G020302			GRMZM2G054070		GRMZM2G128444	GRMZM2G071206											GRMZM2G132564	GRMZM2G043456															GRMZM2G003022		
																									GRMZM2G467637	GRMZM2G132862		AC186574.3_FG002	GRMZM2G103465	GRMZM2G009806			GRMZM2G056573		GRMZM5G849147	GRMZM2G416972											GRMZM2G034828	GRMZM2G043493															GRMZM2G003038		
																									GRMZM5G882364	GRMZM2G084445		GRMZM2G051637	GRMZM2G138067	GRMZM2G079409			GRMZM2G704098		GRMZM2G127393	GRMZM2G156490											GRMZM2G033130	GRMZM2G043501															GRMZM2G003108		
																									GRMZM2G334734	GRMZM2G012306		GRMZM2G358389	GRMZM2G312078	GRMZM2G102912			GRMZM2G344857		GRMZM2G079353	GRMZM2G023239											GRMZM2G154904	GRMZM2G043509															GRMZM2G003172		
																									GRMZM2G089936	GRMZM2G025215		GRMZM2G034342	GRMZM5G899694	GRMZM2G404316			GRMZM2G074102		GRMZM2G047695	GRMZM2G490980											GRMZM2G108976	GRMZM2G043530															GRMZM2G003295		
																									AC225203.2_FG003	GRMZM2G058560		GRMZM2G076415	GRMZM2G174917	GRMZM2G029262			GRMZM2G335638		GRMZM2G078756	GRMZM2G061591											GRMZM2G113640	GRMZM2G043584															GRMZM2G003385		
																									GRMZM2G395466	GRMZM2G006416		GRMZM2G059745	GRMZM2G000601	GRMZM2G376743			GRMZM2G005199		GRMZM2G180385	GRMZM5G801378											GRMZM5G811926	GRMZM2G043602															GRMZM2G003715		
																									GRMZM2G141579	AC209664.3_FG002		GRMZM2G034684	GRMZM2G116952	GRMZM2G557788			GRMZM2G181259		GRMZM2G121151	GRMZM2G308189											GRMZM2G544074	GRMZM2G043724															GRMZM2G003852		
																									AC193319.3_FG004	GRMZM2G158872		GRMZM2G088549	GRMZM2G179639	GRMZM2G547703			GRMZM2G114113		GRMZM2G111164	GRMZM2G098712											GRMZM2G065496	GRMZM2G043737															GRMZM2G003897		
																									AC205534.3_FG002	GRMZM2G001530		GRMZM2G150859	GRMZM2G344848	GRMZM2G369799			GRMZM5G859282		GRMZM5G898735	GRMZM2G066860											GRMZM2G519665	GRMZM2G043764															GRMZM2G004057		
																									GRMZM5G816031	GRMZM2G113241		GRMZM2G509876	GRMZM2G301934	GRMZM2G366532			GRMZM2G014076		GRMZM2G177511	GRMZM2G379734											GRMZM2G046927	GRMZM2G043819															GRMZM2G004106		
